query,rel,qid,docid
Worcester County Massachusetts,1,76202,259490
Worcester County Massachusetts,1,76202,259492
Worcester County Massachusetts,1,76202,259494
Worcester County Massachusetts,1,76202,259502
Worcester County Massachusetts,1,76202,259508
Worcester County Massachusetts,1,76202,259515
Worcester County Massachusetts,1,76202,259517
Worcester County Massachusetts,1,76202,259519
Worcester County Massachusetts,1,76202,259521
Worcester County Massachusetts,1,76202,41334595
Worcester County Massachusetts,1,76202,41345360
Slovenes,2,246311,246311
Slovenes,1,246311,28135
Slovenes,1,246311,487563
Slovenes,1,246311,983371
Slovenes,1,246311,11941922
Slovenes,1,246311,37427671
Fabaceae,2,62798,62798
Fabaceae,1,62798,79193
Fabaceae,1,62798,264501
Fabaceae,1,62798,275280
Fabaceae,1,62798,305286
Fabaceae,1,62798,305715
Fabaceae,1,62798,340433
Fabaceae,1,62798,842673
Fabaceae,1,62798,1422213
Fabaceae,1,62798,2959226
Ecuador,2,9334,9334
Ecuador,1,9334,5551
Ecuador,1,9334,37817847
Ecuador,1,9334,38265
Ecuador,1,9334,55917
Ecuador,1,9334,171118
Ecuador,1,9334,209982
Ecuador,1,9334,215586
Ecuador,1,9334,215591
Ecuador,1,9334,577481
Ecuador,1,9334,694379
Ecuador,1,9334,728359
Ecuador,1,9334,728413
Ecuador,1,9334,728425
Ecuador,1,9334,840787
Ecuador,1,9334,1016797
Ecuador,1,9334,1032497
Ecuador,1,9334,1050959
Ecuador,1,9334,1589441
Ecuador,1,9334,1980440
Ecuador,1,9334,2454589
Ecuador,1,9334,4190331
Ecuador,1,9334,4317471
Ecuador,1,9334,7159912
Ecuador,1,9334,9068818
Hancock County Maine,2,95496,95496
Hancock County Maine,1,95496,115979
Hancock County Maine,1,95496,115982
Hancock County Maine,1,95496,115984
Hancock County Maine,1,95496,259244
Hancock County Maine,1,95496,306603
Hancock County Maine,1,95496,18998737
West Germanic languages,2,153524,153524
West Germanic languages,1,153524,2162
West Germanic languages,1,153524,11884
West Germanic languages,1,153524,18291
West Germanic languages,1,153524,153465
West Germanic languages,1,153524,406083
West Germanic languages,1,153524,494575
West Germanic languages,1,153524,19985174
Lorraine,2,2393620,2393620
Lorraine,1,2393620,49149
Lorraine,1,2393620,90494
Lorraine,1,2393620,183853
Lorraine,1,2393620,1135310
Lorraine,1,2393620,2271767
Veracruz,2,63125,63125
Veracruz,1,63125,154564
Veracruz,1,63125,343500
Veracruz,1,63125,358879
Veracruz,1,63125,409888
Veracruz,1,63125,652398
Botswana,2,3464,3464
Botswana,1,3464,2162
Botswana,1,3464,17165
Botswana,1,3464,34399
Botswana,1,3464,56664
Botswana,1,3464,317886
Botswana,1,3464,378603
Botswana,1,3464,468072
Botswana,1,3464,1729032
Botswana,1,3464,1741223
Botswana,1,3464,2428582
Botswana,1,3464,6210711
Essex County Ontario,2,177867,177867
Essex County Ontario,1,177867,177872
Essex County Ontario,1,177867,241375
Essex County Ontario,1,177867,248458
Essex County Ontario,1,177867,541599
Essex County Ontario,1,177867,730547
Salt Lake City,2,53837,53837
Salt Lake City,1,53837,32097
Salt Lake City,1,53837,38678
Salt Lake City,1,53837,72890
Salt Lake City,1,53837,137069
Salt Lake City,1,53837,137073
Salt Lake City,1,53837,137139
Salt Lake City,1,53837,137209
Salt Lake City,1,53837,1046373
Salt Lake City,1,53837,1100936
Salt Lake City,1,53837,1146152
Salt Lake City,1,53837,1235865
Salt Lake City,1,53837,1236474
Salt Lake City,1,53837,2237028
Salt Lake City,1,53837,4324505
Salt Lake City,1,53837,5272934
Salt Lake City,1,53837,10812964
Salt Lake City,1,53837,15604357
Salt Lake City,1,53837,18035854
Salt Lake City,1,53837,55940027
Hauts-de-Seine,2,59133,59133
Hauts-de-Seine,1,59133,234647
Hauts-de-Seine,1,59133,530785
Hauts-de-Seine,1,59133,986022
Hauts-de-Seine,1,59133,1257063
Hauts-de-Seine,1,59133,1705109
Society Islands,2,5195311,5195311
Society Islands,1,5195311,65153
Society Islands,1,5195311,463361
Society Islands,1,5195311,510628
Society Islands,1,5195311,762899
Society Islands,1,5195311,765695
Society Islands,1,5195311,23459050
Middlesex County New Jersey,2,93437,93437
Middlesex County New Jersey,1,93437,125403
Middlesex County New Jersey,1,93437,125412
Middlesex County New Jersey,1,93437,125414
Middlesex County New Jersey,1,93437,125419
Middlesex County New Jersey,1,93437,125426
Middlesex County New Jersey,1,93437,125432
Middlesex County New Jersey,1,93437,125433
Middlesex County New Jersey,1,93437,125435
Middlesex County New Jersey,1,93437,125436
Middlesex County New Jersey,1,93437,125437
Middlesex County New Jersey,1,93437,125438
Middlesex County New Jersey,1,93437,125444
Middlesex County New Jersey,1,93437,125448
Middlesex County New Jersey,1,93437,125449
Middlesex County New Jersey,1,93437,125454
Middlesex County New Jersey,1,93437,257465
Middlesex County New Jersey,1,93437,429693
Manchester city centre,2,511591,511591
Manchester city centre,1,511591,182231
Manchester city centre,1,511591,183184
Manchester city centre,1,511591,234842
Manchester city centre,1,511591,254639
Manchester city centre,1,511591,266959
Manchester city centre,1,511591,285284
Manchester city centre,1,511591,300827
Manchester city centre,1,511591,439591
Manchester city centre,1,511591,544349
Manchester city centre,1,511591,548699
Manchester city centre,1,511591,569803
Manchester city centre,1,511591,920474
Manchester city centre,1,511591,176822
Manchester city centre,1,511591,1074030
Manchester city centre,1,511591,1089547
Manchester city centre,1,511591,1160500
Manchester city centre,1,511591,1160520
Manchester city centre,1,511591,1356727
Manchester city centre,1,511591,1414171
Manchester city centre,1,511591,1421464
Manchester city centre,1,511591,1460931
Manchester city centre,1,511591,1460949
Manchester city centre,1,511591,1711362
Manchester city centre,1,511591,2143873
Manchester city centre,1,511591,2478216
Manchester city centre,1,511591,3879780
Manchester city centre,1,511591,9032903
Manchester city centre,1,511591,9550930
Manchester city centre,1,511591,45000904
Manchester city centre,1,511591,49471275
Kagyu,2,197699,197699
Kagyu,1,197699,60195
Kagyu,1,197699,197696
Kagyu,1,197699,514207
Kagyu,1,197699,1482808
Kagyu,1,197699,1809700
Metropolitan City of Milan,2,44016514,44016514
Metropolitan City of Milan,1,44016514,36511
Metropolitan City of Milan,1,44016514,692955
Metropolitan City of Milan,1,44016514,921430
Metropolitan City of Milan,1,44016514,2795601
Metropolitan City of Milan,1,44016514,4469602
New Haven County Connecticut,2,87974,87974
New Haven County Connecticut,1,87974,108792
New Haven County Connecticut,1,87974,108793
New Haven County Connecticut,1,87974,108795
New Haven County Connecticut,1,87974,108796
New Haven County Connecticut,1,87974,108798
New Haven County Connecticut,1,87974,108801
New Haven County Connecticut,1,87974,108802
New Haven County Connecticut,1,87974,108806
New Haven County Connecticut,1,87974,152159
New Haven County Connecticut,1,87974,255850
New Haven County Connecticut,1,87974,255856
New Haven County Connecticut,1,87974,256956
New Haven County Connecticut,1,87974,256957
New Haven County Connecticut,1,87974,256960
New Haven County Connecticut,1,87974,256964
New Haven County Connecticut,1,87974,256966
New Haven County Connecticut,1,87974,530010
New Haven County Connecticut,1,87974,3998370
Napoleon,2,69880,69880
Napoleon,1,69880,11551
Napoleon,1,69880,62244
Napoleon,1,69880,62356
Napoleon,1,69880,62627
Napoleon,1,69880,160188
Napoleon,1,69880,172180
Napoleon,1,69880,215994
Napoleon,1,69880,308084
Napoleon,1,69880,358141
Napoleon,1,69880,866457
Napoleon,1,69880,5913449
Napoleon,1,69880,18961987
Napoleon,1,69880,21418258
Napoleon,1,69880,24334819
Napoleon,1,69880,34655783
Jiangsu,2,166412,166412
Jiangsu,1,166412,21791
Jiangsu,1,166412,179762
Jiangsu,1,166412,292011
Jiangsu,1,166412,427264
Jiangsu,1,166412,427390
Jiangsu,1,166412,432572
Jiangsu,1,166412,486970
Jiangsu,1,166412,493566
Jiangsu,1,166412,796451
Jiangsu,1,166412,915469
Jiangsu,1,166412,919141
Jiangsu,1,166412,930120
Jiangsu,1,166412,959398
Jiangsu,1,166412,1108103
Jiangsu,1,166412,1818912
Jiangsu,1,166412,2576699
Jiangsu,1,166412,7706424
Jiangsu,1,166412,30876750
Crown of the Kingdom of Poland,2,393169,393169
Crown of the Kingdom of Poland,1,393169,393169
Crown of the Kingdom of Poland,1,393169,1300500
Perth Scotland,2,58730,58730
Perth Scotland,1,58730,399951
Perth Scotland,1,58730,1040592
Perth Scotland,1,58730,1557482
Perth Scotland,1,58730,1578432
Perth Scotland,1,58730,3984364
Perth Scotland,1,58730,8053569
Odisha,2,250724,250724
Odisha,1,250724,342044
Odisha,1,250724,480495
Odisha,1,250724,586544
Odisha,1,250724,799384
Odisha,1,250724,810090
Odisha,1,250724,1054556
Odisha,1,250724,1106935
Odisha,1,250724,1142842
Odisha,1,250724,1148077
Odisha,1,250724,1329643
Odisha,1,250724,1336039
Odisha,1,250724,1447609
Odisha,1,250724,1455556
Odisha,1,250724,1477404
Odisha,1,250724,1702168
Odisha,1,250724,1776398
Odisha,1,250724,1857310
Odisha,1,250724,2450119
Odisha,1,250724,2534494
Odisha,1,250724,2560972
Odisha,1,250724,2561012
Odisha,1,250724,2561069
Odisha,1,250724,2561112
Odisha,1,250724,2561128
Odisha,1,250724,2561151
Odisha,1,250724,2561175
Odisha,1,250724,2561233
Odisha,1,250724,2561253
Odisha,1,250724,2562129
Odisha,1,250724,2562166
Odisha,1,250724,2562851
Odisha,1,250724,3738101
Odisha,1,250724,3738205
Odisha,1,250724,3738249
Odisha,1,250724,3799826
Odisha,1,250724,4270741
Odisha,1,250724,4773124
Odisha,1,250724,4773212
Odisha,1,250724,4773382
Odisha,1,250724,4773416
Odisha,1,250724,4933968
Odisha,1,250724,5210850
Odisha,1,250724,5794997
Odisha,1,250724,6933210
Odisha,1,250724,14228179
Odisha,1,250724,17401327
Odisha,1,250724,30177334
Odisha,1,250724,42557099
KwaZulu-Natal,2,193596,193596
KwaZulu-Natal,1,193596,34427
KwaZulu-Natal,1,193596,313650
KwaZulu-Natal,1,193596,364786
KwaZulu-Natal,1,193596,537153
KwaZulu-Natal,1,193596,670734
KwaZulu-Natal,1,193596,1404377
KwaZulu-Natal,1,193596,1410698
KwaZulu-Natal,1,193596,59365510
Peloponnese,2,45749,45749
Peloponnese,1,45749,18386
Peloponnese,1,45749,37548
Peloponnese,1,45749,52684
Peloponnese,1,45749,80577
Peloponnese,1,45749,118392
Peloponnese,1,45749,308634
Peloponnese,1,45749,309762
Peloponnese,1,45749,418472
Peloponnese,1,45749,470691
Peloponnese,1,45749,508563
Peloponnese,1,45749,623776
Peloponnese,1,45749,790158
Peloponnese,1,45749,840278
Peloponnese,1,45749,856535
Peloponnese,1,45749,966904
Peloponnese,1,45749,2266821
Peloponnese,1,45749,3535358
Peloponnese,1,45749,16054891
Pendleton Ward,2,9671725,9671725
Pendleton Ward,1,9671725,9213332
Pendleton Ward,1,9671725,37953053
Pendleton Ward,1,9671725,37953054
Pendleton Ward,1,9671725,37953055
Pendleton Ward,1,9671725,37953056
Pendleton Ward,1,9671725,37953057
Pendleton Ward,1,9671725,39611234
Chinese martial arts,2,485429,485429
Chinese martial arts,1,485429,16308
Chinese martial arts,1,485429,21853
Chinese martial arts,1,485429,158664
Chinese martial arts,1,485429,211997
Chinese martial arts,1,485429,239585
Chinese martial arts,1,485429,1779887
Chinese martial arts,1,485429,19815274
Coachella Valley,2,750601,750601
Coachella Valley,1,750601,107911
Coachella Valley,1,750601,107923
Coachella Valley,1,750601,107924
Coachella Valley,1,750601,107936
Coachella Valley,1,750601,10311463
Gibraltar,2,7607314,7607314
Gibraltar,1,7607314,28181
Gibraltar,1,7607314,90562
Gibraltar,1,7607314,270673
Gibraltar,1,7607314,456679
Gibraltar,1,7607314,544151
Gibraltar,1,7607314,826734
Gibraltar,1,7607314,1106744
Gibraltar,1,7607314,3482368
Gibraltar,1,7607314,5516791
Gibraltar,1,7607314,14467859
Gibraltar,1,7607314,37729052
Gibraltar,1,7607314,42286708
Islamic calendar,2,14810,14810
Islamic calendar,1,14810,26173
Islamic calendar,1,14810,171177
Islamic calendar,1,14810,275092
Islamic calendar,1,14810,402595
Islamic calendar,1,14810,444123
Islamic calendar,1,14810,1293344
Islamic calendar,1,14810,1511797
Islamic calendar,1,14810,2715626
Islamic calendar,1,14810,3483804
Trentino,2,1459804,1459804
Trentino,1,1459804,45870
Trentino,1,1459804,1412053
Trentino,1,1459804,2417013
Trentino,1,1459804,4648447
Trentino,1,1459804,44396146
Kantō region,2,201116,201116
Kantō region,1,201116,352118
Kantō region,1,201116,354951
Kantō region,1,201116,1132196
Kantō region,1,201116,1752776
Kantō region,1,201116,1894880
Kantō region,1,201116,6792812
Kantō region,1,201116,12847437
Pima County Arizona,2,87956,87956
Pima County Arizona,1,87956,57180
Pima County Arizona,1,87956,106582
Pima County Arizona,1,87956,106717
Pima County Arizona,1,87956,106721
Pima County Arizona,1,87956,400247
Cape Cod,2,38743,38743
Cape Cod,1,38743,39052
Cape Cod,1,38743,39058
Cape Cod,1,38743,62207
Cape Cod,1,38743,62254
Cape Cod,1,38743,116651
Cape Cod,1,38743,116674
Cape Cod,1,38743,259377
Cape Cod,1,38743,259383
Cape Cod,1,38743,259385
Cape Cod,1,38743,259466
Cape Cod,1,38743,339646
Cape Cod,1,38743,593996
Cape Cod,1,38743,865333
Cape Cod,1,38743,4843151
River Medway,2,242224,242224
River Medway,1,242224,341103
River Medway,1,242224,452246
River Medway,1,242224,769884
River Medway,1,242224,879233
River Medway,1,242224,1076107
CONCACAF,2,295167,295167
CONCACAF,1,295167,250685
CONCACAF,1,295167,808429
CONCACAF,1,295167,1028241
CONCACAF,1,295167,1198025
CONCACAF,1,295167,1818918
CONCACAF,1,295167,45035805
CONCACAF,1,295167,53495581
CONCACAF,1,295167,55816221
United States Department of Justice,2,52563,52563
United States Department of Justice,1,52563,98221
United States Department of Justice,1,52563,105895
United States Department of Justice,1,52563,146720
United States Department of Justice,1,52563,345261
United States Department of Justice,1,52563,3912290
Okaloosa County Florida,2,73632,73632
Okaloosa County Florida,1,73632,102510
Okaloosa County Florida,1,73632,109507
Okaloosa County Florida,1,73632,109508
Okaloosa County Florida,1,73632,109509
Okaloosa County Florida,1,73632,109513
Okaloosa County Florida,1,73632,843671
Okaloosa County Florida,1,73632,5198430
Algarve,2,222430,222430
Algarve,1,222430,438139
Algarve,1,222430,449549
Algarve,1,222430,577490
Algarve,1,222430,634989
Algarve,1,222430,1039147
Algarve,1,222430,1990323
Algarve,1,222430,1990377
Algarve,1,222430,4442827
Algarve,1,222430,29354765
Phoenix metropolitan area,2,602951,602951
Phoenix metropolitan area,1,602951,106641
Phoenix metropolitan area,1,602951,106648
Phoenix metropolitan area,1,602951,106659
Phoenix metropolitan area,1,602951,226788
Phoenix metropolitan area,1,602951,36481579
London Borough of Islington,2,93893,93893
London Borough of Islington,1,93893,94006
London Borough of Islington,1,93893,94094
London Borough of Islington,1,93893,94105
London Borough of Islington,1,93893,95855
London Borough of Islington,1,93893,7997506
London Borough of Islington,1,93893,11796901
Lahore,2,125315,125315
Lahore,1,125315,398890
Lahore,1,125315,519536
Lahore,1,125315,530543
Lahore,1,125315,988668
Lahore,1,125315,1602349
Lahore,1,125315,2357890
Lahore,1,125315,2604735
Lahore,1,125315,3930306
Lahore,1,125315,4541158
Lahore,1,125315,5757256
Lahore,1,125315,38199013
Jewish diaspora,2,405453,405453
Jewish diaspora,1,405453,150184
Jewish diaspora,1,405453,351513
Jewish diaspora,1,405453,685448
Jewish diaspora,1,405453,1262063
Jewish diaspora,1,405453,2666510
Jewish diaspora,1,405453,10031903
Santa Cruz California,2,81726,81726
Santa Cruz California,1,81726,31923
Santa Cruz California,1,81726,108183
Santa Cruz California,1,81726,158425
Santa Cruz California,1,81726,484730
Santa Cruz California,1,81726,1938922
Santa Cruz California,1,81726,36127888
Västra Götaland County,2,113260,113260
Västra Götaland County,1,113260,11861
Västra Götaland County,1,113260,128712
Västra Götaland County,1,113260,128735
Västra Götaland County,1,113260,1019474
Västra Götaland County,1,113260,1019477
Västra Götaland County,1,113260,1019488
Västra Götaland County,1,113260,1019499
Västra Götaland County,1,113260,1019512
Västra Götaland County,1,113260,1019554
Mexico City,2,18987,18987
Mexico City,1,18987,1446
Mexico City,1,18987,6787
Mexico City,1,18987,29988
Mexico City,1,18987,37964
Mexico City,1,18987,63125
Mexico City,1,18987,66440
Mexico City,1,18987,81553
Mexico City,1,18987,83115
Mexico City,1,18987,83750
Mexico City,1,18987,87990
Mexico City,1,18987,156896
Mexico City,1,18987,160592
Mexico City,1,18987,165381
Mexico City,1,18987,193550
Mexico City,1,18987,193777
Mexico City,1,18987,195805
Mexico City,1,18987,195816
Mexico City,1,18987,195827
Mexico City,1,18987,197431
Mexico City,1,18987,199801
Mexico City,1,18987,222245
Mexico City,1,18987,222247
Mexico City,1,18987,222251
Mexico City,1,18987,222254
Mexico City,1,18987,224021
Mexico City,1,18987,311774
Mexico City,1,18987,408592
Mexico City,1,18987,408593
Mexico City,1,18987,412275
Mexico City,1,18987,412307
Mexico City,1,18987,412827
Mexico City,1,18987,413170
Mexico City,1,18987,413436
Mexico City,1,18987,413555
Mexico City,1,18987,416340
Mexico City,1,18987,537548
Mexico City,1,18987,734028
Mexico City,1,18987,891641
Mexico City,1,18987,1081536
Mexico City,1,18987,1403553
Mexico City,1,18987,1566846
Mexico City,1,18987,1584979
Mexico City,1,18987,2040058
Mexico City,1,18987,3277992
Mexico City,1,18987,8467717
Mexico City,1,18987,1889349
Mexico City,1,18987,9051435
Mexico City,1,18987,11708373
Mexico City,1,18987,14596432
Mexico City,1,18987,16020434
Mexico City,1,18987,21862604
Mexico City,1,18987,23962301
Mexico City,1,18987,39286387
Dallas–Fort Worth metroplex,2,328591,328591
Dallas–Fort Worth metroplex,1,328591,8121
Dallas–Fort Worth metroplex,1,328591,135850
Dallas–Fort Worth metroplex,1,328591,227248
Dallas–Fort Worth metroplex,1,328591,248480
Dallas–Fort Worth metroplex,1,328591,286163
Pakistan Army,2,1965925,1965925
Pakistan Army,1,1965925,24260
Pakistan Army,1,1965925,377433
Pakistan Army,1,1965925,7790064
Pakistan Army,1,1965925,9347026
Pakistan Army,1,1965925,32131564
Myanmar,2,19457,19457
Myanmar,1,19457,1750
Myanmar,1,19457,2847
Myanmar,1,19457,20394
Myanmar,1,19457,43527
Myanmar,1,19457,47892
Myanmar,1,19457,50808
Myanmar,1,19457,158967
Myanmar,1,19457,218079
Myanmar,1,19457,222414
Myanmar,1,19457,330833
Myanmar,1,19457,338207
Myanmar,1,19457,353110
Myanmar,1,19457,405195
Myanmar,1,19457,410553
Myanmar,1,19457,493357
Myanmar,1,19457,493358
Myanmar,1,19457,493360
Myanmar,1,19457,493361
Myanmar,1,19457,493366
Myanmar,1,19457,493369
Myanmar,1,19457,493371
Myanmar,1,19457,493373
Myanmar,1,19457,493376
Myanmar,1,19457,504351
Myanmar,1,19457,879139
Myanmar,1,19457,1285668
Myanmar,1,19457,1289929
Myanmar,1,19457,1439423
Myanmar,1,19457,1613417
Myanmar,1,19457,1714912
Myanmar,1,19457,1918632
Myanmar,1,19457,2160746
Myanmar,1,19457,2161150
Myanmar,1,19457,2173511
Myanmar,1,19457,2249745
Myanmar,1,19457,2270051
Myanmar,1,19457,2357817
Myanmar,1,19457,3152082
Myanmar,1,19457,3286960
Myanmar,1,19457,3852927
Myanmar,1,19457,3939498
Myanmar,1,19457,9503548
Myanmar,1,19457,11195083
Myanmar,1,19457,15162240
Myanmar,1,19457,17361229
Myanmar,1,19457,22451612
Myanmar,1,19457,25338691
Myanmar,1,19457,25349386
Myanmar,1,19457,26301492
Myanmar,1,19457,47863019
Myanmar,1,19457,47863142
Shueisha,2,47818661,47818661
Shueisha,1,47818661,56133
Shueisha,1,47818661,158585
Shueisha,1,47818661,967645
Shueisha,1,47818661,1028460
Shueisha,1,47818661,1443348
Zhou dynasty,2,43464,43464
Zhou dynasty,1,43464,43465
Zhou dynasty,1,43464,340946
Zhou dynasty,1,43464,340955
Zhou dynasty,1,43464,361005
Zhou dynasty,1,43464,362472
Zhou dynasty,1,43464,956663
Taiwan Strait,2,91052,91052
Taiwan Strait,1,91052,74209
Taiwan Strait,1,91052,143881
Taiwan Strait,1,91052,206519
Taiwan Strait,1,91052,503737
Taiwan Strait,1,91052,23026062
Dalmatia,2,47286,47286
Dalmatia,1,47286,149274
Dalmatia,1,47286,226332
Dalmatia,1,47286,342743
Dalmatia,1,47286,458756
Dalmatia,1,47286,458851
Dalmatia,1,47286,458855
Dalmatia,1,47286,461676
Dalmatia,1,47286,864960
Dalmatia,1,47286,1036890
Dalmatia,1,47286,1471792
Dalmatia,1,47286,2582233
Dalmatia,1,47286,2946786
Dalmatia,1,47286,3258169
Dalmatia,1,47286,6724307
Dalmatia,1,47286,9464832
Dalmatia,1,47286,18952408
Dalmatia,1,47286,31378963
Dalmatia,1,47286,43904333
Amsterdam,2,844,844
Amsterdam,1,844,2273
Amsterdam,1,844,10093
Amsterdam,1,844,12233
Amsterdam,1,844,18214
Amsterdam,1,844,26230
Amsterdam,1,844,69711
Amsterdam,1,844,86224
Amsterdam,1,844,230965
Amsterdam,1,844,237941
Amsterdam,1,844,324167
Amsterdam,1,844,546160
Amsterdam,1,844,618854
Amsterdam,1,844,715790
Amsterdam,1,844,1543140
Amsterdam,1,844,6682145
Amsterdam,1,844,10677886
Amsterdam,1,844,27829442
Amsterdam,1,844,31122261
Amsterdam,1,844,31244992
Marin County California,2,82017,82017
Marin County California,1,82017,102391
Marin County California,1,82017,107727
Marin County California,1,82017,107729
Marin County California,1,82017,107733
Marin County California,1,82017,107735
Marin County California,1,82017,107739
Marin County California,1,82017,383398
Marin County California,1,82017,426702
Marin County California,1,82017,1205029
White House,2,33057,33057
White House,1,33057,10847
White House,1,33057,44026
White House,1,33057,44028
White House,1,33057,230331
White House,1,33057,284101
White House,1,33057,570541
White House,1,33057,738133
White House,1,33057,9523019
White House,1,33057,9523430
White House,1,33057,9523789
White House,1,33057,9752990
White House,1,33057,19729548
White House,1,33057,22852299
Westmoreland County Pennsylvania,2,91919,91919
Westmoreland County Pennsylvania,1,91919,81686
Westmoreland County Pennsylvania,1,91919,134144
Westmoreland County Pennsylvania,1,91919,134146
Westmoreland County Pennsylvania,1,91919,134151
Westmoreland County Pennsylvania,1,91919,134154
Westmoreland County Pennsylvania,1,91919,644432
County Meath,2,292468,292468
County Meath,1,292468,483099
County Meath,1,292468,497880
County Meath,1,292468,558566
County Meath,1,292468,2810671
County Meath,1,292468,4469650
Chinese cuisine,2,6583,6583
Chinese cuisine,1,6583,1558
Chinese cuisine,1,6583,6672
Chinese cuisine,1,6583,27908
Chinese cuisine,1,6583,812522
Chinese cuisine,1,6583,1913091
Chinese cuisine,1,6583,31195095
City of London,2,6883,6883
City of London,1,6883,27158
City of London,1,6883,40339
City of London,1,6883,40498
City of London,1,6883,69887
City of London,1,6883,72814
City of London,1,6883,82229
City of London,1,6883,93958
City of London,1,6883,94101
City of London,1,6883,95333
City of London,1,6883,97027
City of London,1,6883,98370
City of London,1,6883,186876
City of London,1,6883,197867
City of London,1,6883,207211
City of London,1,6883,209962
City of London,1,6883,213492
City of London,1,6883,218884
City of London,1,6883,246137
City of London,1,6883,367477
City of London,1,6883,368610
City of London,1,6883,369251
City of London,1,6883,369370
City of London,1,6883,369470
City of London,1,6883,370409
City of London,1,6883,370597
City of London,1,6883,380823
City of London,1,6883,380826
City of London,1,6883,381367
City of London,1,6883,383136
City of London,1,6883,383722
City of London,1,6883,401419
City of London,1,6883,210407
City of London,1,6883,469853
City of London,1,6883,484578
City of London,1,6883,629472
City of London,1,6883,706498
City of London,1,6883,878842
City of London,1,6883,1387667
City of London,1,6883,1919470
City of London,1,6883,7029996
City of London,1,6883,7628648
City of London,1,6883,21221606
City of London,1,6883,22933029
City of London,1,6883,28057966
Hebei,2,72664,72664
Hebei,1,72664,164256
Hebei,1,72664,576409
Hebei,1,72664,882148
Hebei,1,72664,923364
Hebei,1,72664,970556
Hebei,1,72664,1375980
Hebei,1,72664,1549953
Hebei,1,72664,3367788
Hebei,1,72664,22850277
Coastal Andhra,2,990249,990249
Coastal Andhra,1,990249,517175
Coastal Andhra,1,990249,674886
Coastal Andhra,1,990249,3360215
Coastal Andhra,1,990249,3360229
Coastal Andhra,1,990249,3360237
Abbasid Caliphate,2,49856,49856
Abbasid Caliphate,1,49856,78388
Abbasid Caliphate,1,49856,547964
Abbasid Caliphate,1,49856,600848
Abbasid Caliphate,1,49856,763275
Abbasid Caliphate,1,49856,898197
Abbasid Caliphate,1,49856,36645711
Abbasid Caliphate,1,49856,36688386
Thracians,2,188824,188824
Thracians,1,188824,100550
Thracians,1,188824,216887
Thracians,1,188824,476564
Thracians,1,188824,1037135
Thracians,1,188824,1198948
United Nations General Assembly,2,31957,31957
United Nations General Assembly,1,31957,31899
United Nations General Assembly,1,31957,98677
United Nations General Assembly,1,31957,162410
United Nations General Assembly,1,31957,216034
United Nations General Assembly,1,31957,780080
United Nations General Assembly,1,31957,1365652
United Nations General Assembly,1,31957,3223434
United Nations General Assembly,1,31957,19698110
United Nations General Assembly,1,31957,38647790
Indian Railways,2,655887,655887
Indian Railways,1,655887,404253
Indian Railways,1,655887,454480
Indian Railways,1,655887,692437
Indian Railways,1,655887,697152
Indian Railways,1,655887,856831
Indian Railways,1,655887,1027071
Indian Railways,1,655887,1285154
Indian Railways,1,655887,1624675
Indian Railways,1,655887,1679698
Indian Railways,1,655887,2049842
Indian Railways,1,655887,2061300
Indian Railways,1,655887,2061305
Indian Railways,1,655887,2061310
Indian Railways,1,655887,2062707
Indian Railways,1,655887,4192342
Indian Railways,1,655887,23477312
Indian Railways,1,655887,33238951
Indian Railways,1,655887,45402312
Yvelines,2,89860,89860
Yvelines,1,89860,32703
Yvelines,1,89860,75952
Yvelines,1,89860,208399
Yvelines,1,89860,605099
Yvelines,1,89860,1699301
Tibetan Plateau,2,523282,523282
Tibetan Plateau,1,523282,31516
Tibetan Plateau,1,523282,37966
Tibetan Plateau,1,523282,65185
Tibetan Plateau,1,523282,199773
Tibetan Plateau,1,523282,243781
Tibetan Plateau,1,523282,503963
Tibetan Plateau,1,523282,20355654
House of Lords,2,13658,13658
House of Lords,1,13658,24170
House of Lords,1,13658,87198
House of Lords,1,13658,318753
House of Lords,1,13658,361590
House of Lords,1,13658,610732
House of Lords,1,13658,1673691
House of Lords,1,13658,3784124
Kansas City metropolitan area,2,572408,572408
Kansas City metropolitan area,1,572408,95689
Kansas City metropolitan area,1,572408,95696
Kansas City metropolitan area,1,572408,105116
Kansas City metropolitan area,1,572408,114658
Kansas City metropolitan area,1,572408,2015865
Outer London,2,379426,379426
Outer London,1,379426,7185
Outer London,1,379426,93988
Outer London,1,379426,94306
Outer London,1,379426,94347
Outer London,1,379426,94427
Outer London,1,379426,94502
Outer London,1,379426,95358
Outer London,1,379426,95371
Outer London,1,379426,379415
Toulouse,2,45371,45371
Toulouse,1,45371,1145121
Toulouse,1,45371,633850
Toulouse,1,45371,1188347
Toulouse,1,45371,1256452
Toulouse,1,45371,2405252
Toulouse,1,45371,7576966
Sonoma County California,2,82117,82117
Sonoma County California,1,82117,94298
Sonoma County California,1,82117,108228
Sonoma County California,1,82117,108233
Sonoma County California,1,82117,108236
Sonoma County California,1,82117,108237
Sonoma County California,1,82117,108240
Sonoma County California,1,82117,108241
Sonoma County California,1,82117,108243
Sonoma County California,1,82117,108244
Sonoma County California,1,82117,637311
Sonoma County California,1,82117,6840469
Firth of Forth,2,144598,144598
Firth of Forth,1,144598,143213
Firth of Forth,1,144598,144740
Firth of Forth,1,144598,151587
Firth of Forth,1,144598,190470
Firth of Forth,1,144598,408205
Firth of Forth,1,144598,410295
Firth of Forth,1,144598,541124
Firth of Forth,1,144598,856234
Firth of Forth,1,144598,1090143
